Country,Date,GDP,Population,Internet Users,Inflation Rate,Unemployment Rate,Education Expenditure,Health Expenditure,Debt to GDP,Exports,Imports,Renewable Energy,Tourist Arrivals,R&D Expenditure,Agriculture Contribution,Manufacturing Contribution,Services Contribution,Political Stability
UAE,2017-08,2.31791E+12,57326714.93,36605834.5,1.396194617,4.145811322,5.104694829,9.854866979,74.41676285,5.32589E+11,5.38365E+11,6.9284546,11399633.27,3.132205385,2.441880715,23.18261279,74.11931713,1.659719948
United States,2015-07,2.29501E+13,334916469.4,293197093.1,-0.757611665,4.404746313,7.51550854,7.228624608,92.97682506,6.46019E+12,4.53544E+12,16.15697166,28556983.47,3.941834917,4.35672259,19.62915514,55.1398823,-0.758082571
Australia,2009-02,1.76914E+12,24190867.54,22417701.02,0.4848249,8.454383061,3.195171402,10.58290328,113.8630074,2.81648E+11,2.05714E+11,18.81479925,2251749.894,3.185034095,12.22560191,16.92750218,71.16959635,-1.307360124
United States,2022-11,1.97139E+13,339704244.6,287735081,3.288952074,2.252235326,3.773107208,5.928902654,81.58543657,3.68692E+12,3.38687E+12,29.5291942,37714860.96,3.373153378,9.501495683,16.69620958,56.10400111,0.667019475
Russia,2020-02,2.09281E+12,151792740.3,109066726.6,-0.227977685,4.52414241,4.802670602,8.009668159,117.9326764,5.35426E+11,6.13671E+11,14.33099893,19151495.03,2.222087583,10.93383447,24.83110406,76.43305625,-0.184100623
United States,2002-01,1.94783E+13,337518987.4,304450676,1.918964786,3.62219263,7.252734125,12.81020448,59.84470212,3.37905E+12,4.05979E+12,16.35846557,50441861.53,3.156495693,2.035566581,19.42820678,57.86545071,-2.076908074
Russia,2016-11,1.76017E+12,143981162.6,114919048.9,-0.88131459,5.086382585,4.687301698,10.50115596,117.8999645,4.36735E+11,2.5432E+11,20.84155774,19658037.95,3.434243722,4.250324797,12.89006175,53.04181635,0.220523419
Egypt,2009-07,1.17731E+12,109654746.4,53153460.11,0.282860623,4.143003609,7.875317061,8.039734399,118.4464147,1.95484E+11,1.72222E+11,9.584104573,16773187.65,1.710419346,14.24182131,14.79543471,75.06190535,1.670056292
Libia,2008-11,2.46151E+12,64519204.46,55835219.76,4.273615842,9.38502072,7.717922373,11.00374194,93.50843393,3.99019E+11,6.82008E+11,17.2036385,7731152.832,3.897003582,14.40218477,19.29302894,52.05910501,-1.799191932
Libia,2021-10,3.14668E+12,70159644.89,57525320.18,1.98989009,8.335082514,4.307825125,9.923772816,112.1336464,4.45262E+11,9.40135E+11,16.40765445,8038593.139,3.677481767,2.453576334,22.84638442,51.85067626,2.230963038
Russia,2018-09,2.20382E+12,143869486.6,107672990.3,-0.725386728,9.123032677,7.574728325,13.13139118,57.44418301,6.1717E+11,2.30941E+11,16.11435808,25199591.35,3.502006303,15.26632506,25.94193793,76.03702849,-0.119645398
UAE,2005-11,1.64615E+12,59667278.54,32976683.95,4.491890392,9.667310256,2.503634362,10.32626644,72.75977244,2.77388E+11,3.13E+11,8.126649131,5679880.377,2.73210598,1.356362279,21.99602044,59.56751563,1.661032074
Spain,2017-08,1.8023E+12,47226933.37,38122798.08,0.933506237,6.134951405,7.295324863,13.56098634,91.9363733,3.71259E+11,2.61616E+11,22.32320339,12436243.19,1.917073923,9.275274821,12.13420758,75.74592651,-2.011457727
Argantina,2021-08,9.53523E+11,17397202.77,16820026.43,3.142372645,7.0863834,4.380023739,11.20193209,66.42576174,1.47593E+11,1.07774E+11,20.32069138,4526730.358,2.135349948,4.964887171,26.47859236,69.32379291,1.967648279
Australia,2001-12,1.79786E+12,24922165.38,21066766.13,4.370962864,8.654360798,2.073870713,6.210900574,85.86207218,2.21006E+11,2.78583E+11,25.87271773,3651964.939,2.352743715,4.309629225,22.04628063,53.60930451,0.651106958
Netherlands,2018-05,1.25289E+12,17140161.41,15570250.1,4.110060436,6.772994186,4.148825615,8.225393471,72.44299108,1.39408E+11,1.50682E+11,7.242679423,2194746.116,2.421930063,3.80402016,26.55902537,51.96849165,2.226558305
Brazil,2022-11,2.13047E+12,206927014.3,158949857.6,2.127966959,2.146461456,3.696014182,14.40163402,70.9766073,3.66275E+11,2.31859E+11,11.33141017,23761437.03,3.147921482,10.60959729,13.22015361,73.86798177,0.557593749
Brazil,2008-12,1.6367E+12,221008051,158946311.3,3.84450047,3.804139467,5.53241624,5.534895863,91.63042468,2.30311E+11,3.82692E+11,28.29916008,36395039.08,1.916188981,3.342076887,23.4118345,67.52533299,0.222853482
Argantina,2013-11,1.29848E+12,17368872.44,15334039.65,4.680580516,4.759413292,2.474929601,7.410847892,108.1263507,1.82764E+11,2.32445E+11,11.83765173,1076078.02,2.685157376,12.94638332,25.82294452,62.43981534,-1.793347586
Australia,2009-09,1.94212E+12,24049553.41,19369753.42,0.975188701,7.202371709,5.14287417,12.12368511,52.19363562,5.09014E+11,5.77775E+11,6.166612162,4181107.893,3.219742656,10.05158819,21.85879548,77.62780865,0.19921794
Ghana,2012-06,3.10013E+12,67152919.09,60410875.79,0.490432619,2.634908882,7.59744404,10.63357556,116.857043,8.44343E+11,3.28755E+11,11.18213128,8652002.855,2.469465428,14.60644332,23.61536831,79.61815823,2.116613004
Libia,2015-06,3.1001E+12,69297666.26,60487529.91,1.02872467,3.668934361,3.274744151,8.378261741,85.2762555,6.7199E+11,5.11541E+11,13.91447836,3699098.5,1.006358544,18.23646662,10.28027451,50.99364261,-1.47182346
France,2008-08,2.90395E+12,67986086.41,59344507.13,0.210193981,5.183469923,4.868600145,10.82442809,63.89005167,7.1381E+11,4.69809E+11,21.50560175,12135230.29,2.776643382,8.849819719,18.90138109,76.04562985,-0.120623313
UAE,2020-03,1.90644E+12,61203192.85,35339532.3,4.502114005,9.738210667,7.407946229,8.464173634,69.35430488,2.60206E+11,5.23506E+11,7.965411224,12888325.79,1.994391948,4.570441902,13.68970596,76.12910273,1.79910268
Spain,2016-03,1.41394E+12,48638120.95,38461366.1,3.931988842,3.198105205,7.471456462,9.831256571,61.9093373,2.92705E+11,3.87424E+11,14.73312672,4597050.326,2.729668495,16.85487512,12.42707552,51.24224923,-2.218532532
Netherlands,2004-09,8.75184E+11,16878743.71,16493518.41,3.262749136,7.093692186,3.777200808,12.35937706,90.35412973,2.38256E+11,1.71187E+11,9.503682748,3521972.813,1.452352688,19.29975205,24.0657038,72.68965662,0.896342212
Mexico,2012-03,1.91962E+12,124535755.2,83854316.82,3.919312851,4.199439835,3.197619802,13.83159978,50.36361449,2.9015E+11,3.48116E+11,21.80649297,37269301.57,2.112455185,19.02736579,17.33548564,70.8658777,-1.673164913
Germany,2004-03,4.26604E+12,85279377.36,72565882.22,4.821396138,7.124814922,2.574072194,14.66284427,102.0795146,1.02013E+12,6.42679E+11,16.82867218,23474233.9,1.924463134,9.043304947,15.13503964,56.47704997,-2.281424728
France,2021-12,2.26638E+12,67209872.33,52596081.82,4.90326164,7.675566175,5.782307795,6.863934215,86.96378434,4.54889E+11,3.89205E+11,8.902798637,9529199.433,2.827312211,10.25965719,21.40088486,67.16053669,-1.276626064
United States,2018-11,2.11827E+13,343987518.7,336480039.5,3.715397334,3.768934397,5.781940169,7.388664124,90.35166138,4.15473E+12,3.73475E+12,21.0409816,90959928.29,2.012429513,10.23883458,19.11649751,57.47671925,-0.394442205
Mexico,2012-04,1.82262E+12,130826147.2,82785410.26,3.47944508,8.00524892,7.904692177,10.45944143,78.28448729,4.15384E+11,4.10664E+11,29.68355467,29687523.76,1.919741383,4.56268727,25.85452364,55.3927876,0.637212862
UAE,2017-06,2.0128E+12,59686593.85,37052610.29,4.521889301,4.196954446,5.834579261,9.29832336,80.4590107,4.61845E+11,5.8425E+11,26.57578764,12527058.81,2.384614267,9.055849917,25.74265822,56.54662051,0.438332721
Brazil,2019-08,1.86754E+12,218754989.2,163373186.3,-0.210008154,6.769310753,7.903395276,10.99658267,98.17148701,5.08484E+11,5.10438E+11,5.429769003,24032011.09,3.588634636,13.67491275,22.63411577,75.79832425,1.532750479
United States,2020-09,2.33659E+13,321090167.9,258679730.5,1.951339221,9.538880998,7.318719067,14.8205723,67.25724979,5.58629E+12,2.59757E+12,25.08632003,58098386.68,3.988858236,5.559894683,25.69296475,55.12867076,-1.064089631
United States,2009-01,2.22189E+13,342265800.2,304946098.1,2.329147148,7.303112189,6.371314212,9.483557415,74.94204498,3.28583E+12,4.10449E+12,10.28094776,52774104.56,3.623978418,19.56433345,21.54203941,54.38016141,-0.362222095
France,2006-01,2.56992E+12,65024546.36,52865851.88,1.843573334,3.731429567,3.497136151,13.73084183,104.5342223,2.85422E+11,4.21557E+11,18.2983288,4236489.641,3.049513789,8.304457813,17.94356962,57.959821,-0.830355031
Canada,2019-06,1.92971E+12,39655933.21,37523138.91,2.467230576,4.074050293,6.001131923,14.06158088,54.84159183,3.63971E+11,2.50616E+11,25.26541203,8070956.383,3.638947951,2.198902328,28.11461358,52.01589856,-1.061970996
United Kingdom,2006-03,2.42858E+12,65767355.31,61576722.56,3.706173727,9.1862182,5.401264151,6.577515573,55.54334708,4.82864E+11,6.14615E+11,20.50402631,12870368.64,1.144465643,8.81936238,21.00767738,67.94874676,-2.475959689
United Kingdom,2003-08,2.6432E+12,69161432.87,71449706.8,4.626674653,9.760824638,2.121277932,7.563948144,114.5929323,2.89849E+11,4.57172E+11,21.3050548,20454268.41,1.827316055,15.51949239,23.2073809,68.40404813,1.214672859
China,2007-03,1.30966E+13,1447700759,843719674.5,3.331953509,8.405024698,5.168059999,8.939563444,113.8292187,3.27376E+12,3.07311E+12,6.432483256,263425132.3,1.364506048,13.54962631,15.99253808,72.15513477,1.390760514
United Kingdom,2016-06,2.8489E+12,66081517.98,65535486.57,3.564459794,5.311152598,5.951673529,5.217266406,70.38609199,7.87135E+11,4.17143E+11,27.63965381,12883853.51,3.708733916,3.486551648,19.27857573,58.8937727,1.934609219
South Korea,2016-08,1.85336E+12,48970428.25,42338542.92,0.151407934,3.508255165,3.09510498,10.09772319,86.40591246,4.5334E+11,2.60015E+11,7.316498956,10603215.68,2.451991069,13.66009235,17.61480489,72.52386603,0.913003888
Ghana,2007-06,2.29521E+12,70435244.28,64575181.31,-0.186306746,8.044708177,4.918849529,5.320053817,104.7310029,4.29221E+11,5.76063E+11,23.88977549,5281520.062,2.83967747,7.842604224,20.92803788,52.65640937,0.440917796
United States,2022-02,2.50892E+13,325051253.1,269341435.8,1.195407217,2.154419876,4.452639933,14.14589485,63.60457659,4.90605E+12,5.38223E+12,9.497677997,43077866.19,3.734072672,6.618846029,22.70726038,54.10855756,0.849333897
Qatar,2021-08,1.54403E+12,36571827.69,30263993.39,4.807158269,5.311237729,6.665693014,14.200893,64.28143054,4.23019E+11,3.73046E+11,19.4494264,9225954.933,1.331993739,6.008406389,12.62101747,76.87911711,-2.006011701
Saudi Arabia,2006-01,1.55288E+12,215430577.2,155641949.6,4.587477066,4.585060078,3.99207146,13.46293306,118.5002887,1.64648E+11,3.52602E+11,11.09099126,49977862.83,3.318157028,15.48798558,18.71022353,54.73404159,0.423823155
India,2011-11,3.37815E+12,1373464917,651801866.4,-0.287065161,8.380808862,5.211784203,11.74184092,61.14682805,3.42259E+11,9.91541E+11,25.2722048,206028805.6,2.371443355,18.65224184,14.15300567,74.08486056,-2.41035236
Netherlands,2017-07,1.12893E+12,16961882.53,16602528.9,-0.594093212,3.564351655,4.441910493,11.17866177,60.11838032,1.98577E+11,1.71799E+11,21.13923418,4746267.395,1.4979374,4.595961735,22.01056959,63.60687526,1.090523028
Netherlands,2005-02,9.94631E+11,17389803.9,17313776.11,0.973708729,6.983774702,3.071548339,12.90967883,69.68755286,1.33471E+11,2.86446E+11,15.56210702,3667074.521,3.427640079,14.03670403,21.29320108,61.14840377,2.092615183
Mexico,2004-06,1.96193E+12,128914056.7,80857114.82,-0.123735066,5.545284444,6.702557124,12.45309725,95.18095419,5.85636E+11,5.77841E+11,15.00012186,12650798.62,2.391514809,17.04695558,19.17126175,60.07945895,1.206157503
India,2007-06,2.95714E+12,1444511162,692056098,4.188944962,4.807401204,6.858054454,14.25986184,93.62337592,7.26599E+11,8.62681E+11,14.37891157,256972658.6,3.694875762,13.78350204,27.47182209,68.54763518,1.198660411
Argantina,2013-07,1.19728E+12,17727641.4,15638589.88,0.50346568,3.281239483,3.124582657,8.115665948,69.68196099,2.11959E+11,2.45428E+11,23.18835447,4806356.684,2.378138212,18.27049475,23.59512021,71.86726364,0.11121777
UAE,2009-06,2.01545E+12,59951866.7,36269870.87,3.647358917,5.10145524,3.240410289,6.355692775,111.5705722,5.49365E+11,2.99755E+11,7.955121602,17392919.59,2.446050684,2.774165892,14.30615964,71.11276223,-2.093418464
Argantina,2000-08,1.05959E+12,16290840.19,14287261.36,0.940026856,6.413551545,6.222296476,8.078511889,117.0331538,2.67082E+11,2.8096E+11,13.09114222,2366086.541,2.614185353,9.582242273,15.19783582,79.91812753,1.741787892
Mexico,2004-04,2.0941E+12,129112140.4,75741450.81,1.076908286,2.205862075,2.526623187,6.789773065,83.90790506,3.69101E+11,2.71812E+11,14.86388563,16279087.79,2.230467817,4.273906839,22.19422077,51.33593677,-0.560613941
UAE,2021-01,1.9431E+12,57408051.93,35756860.26,4.618416797,4.332883172,4.359509892,10.88158102,56.52478121,5.63609E+11,3.76027E+11,7.87740761,7681588.546,2.121492755,7.562173119,23.86447299,60.36562188,-0.880730167
Canada,2022-06,1.92227E+12,37271849.78,30620600.71,1.193210823,4.225897438,7.454103503,9.779061757,66.42027339,5.69601E+11,2.87089E+11,24.07560363,7916080.767,2.386684278,8.710866948,27.44764959,64.25247166,-0.623214304
Brazil,2018-09,1.67504E+12,210070078.2,135870914.6,-0.609261804,6.33174024,4.725569173,6.733922799,57.47594465,2.155E+11,2.73113E+11,16.28711669,20657772.05,3.266874952,4.673163203,12.482529,79.83664608,-0.261442184
Canada,2014-01,1.54392E+12,39617203.83,33304237.08,4.050888176,3.474136869,7.630025891,10.74243643,63.2939587,4.15258E+11,2.74995E+11,23.32033553,8353690.746,3.142883567,7.530582995,28.77650974,66.79439439,-2.11219695
UAE,2020-12,2.17963E+12,62099846.62,39360380.35,0.664983869,3.807231692,5.392619537,6.96779498,76.53698295,4.92026E+11,3.42163E+11,14.38597304,8702018.824,2.381570545,13.81283666,25.64698338,69.95247438,-2.369160848
Libia,2005-09,2.82424E+12,63895663.46,51772159.73,0.058074565,4.623901979,6.664788845,14.07601539,50.88707893,4.27727E+11,2.96765E+11,26.53108339,6369336.101,3.312093285,1.632794821,17.96768246,60.75874483,-0.853329757
Russia,2006-10,1.77913E+12,143596843.3,102349931.9,1.487033931,7.928729048,3.93852247,13.57085132,61.62919869,4.79168E+11,3.9702E+11,15.59443299,8444812.84,1.379703353,8.870909409,27.55856155,78.70494511,2.148383166
South Korea,2000-05,1.54347E+12,52221519.97,54549876.45,-0.199923333,5.020670544,7.018403842,9.919867606,108.9654148,1.90388E+11,3.94211E+11,14.74012782,11659162.88,1.879458553,14.14608647,24.04208675,62.58011349,2.34593427
Brazil,2007-10,1.96822E+12,220664852.2,165509163.9,2.388306189,9.166021942,2.647595077,10.43479949,118.691753,5.87141E+11,4.64168E+11,9.191292047,17262865.96,3.767336159,17.73251094,16.30802063,77.94684331,-1.847368012
Australia,2005-03,1.92867E+12,26010053.98,22751306.88,4.738050695,7.502443461,6.915962194,12.20933908,104.6640102,4.38955E+11,4.73068E+11,15.89846195,5896917.463,1.830431657,13.06387502,20.47504865,76.95612852,0.866114217
Ghana,2004-12,3.27935E+12,68816167.63,59865303.03,0.532775729,8.116682362,6.658468883,12.25739705,105.3326386,7.20278E+11,5.17331E+11,13.94158124,12208650.28,1.738068781,17.21296072,24.93910083,79.40018329,-0.423713523
Saudi Arabia,2004-04,2.04544E+12,219037086.8,159095570.1,1.094209393,3.951384301,3.633873608,10.66985539,111.5757966,3.88257E+11,4.49525E+11,23.34502364,57785566.43,2.945454498,12.95681975,29.75184843,75.87247375,1.167088704
Ghana,2001-12,3.39588E+12,68038891.91,66585595.4,3.880466952,5.553527406,7.729622431,8.822171306,67.01500162,7.99453E+11,3.9443E+11,8.166062985,19909570.99,1.844952058,1.629801138,19.49287037,76.02032751,-0.833420915
Netherlands,2017-11,9.40386E+11,16738357.81,17198623.54,4.263270134,7.91880601,6.717309075,11.69347745,58.25666973,1.16127E+11,1.95071E+11,19.88627283,4903593.977,2.353527729,18.43207536,29.80670833,75.33503706,-0.505097514
Canada,2002-03,1.56839E+12,39088446.98,35649958.32,-0.255836919,5.183989566,2.45931175,12.86466996,63.73634239,2.08405E+11,2.22253E+11,10.65327532,8540358.372,2.915802946,3.457395858,24.48838372,60.47171309,-0.212636346
United States,2008-02,2.27525E+13,326902953.1,298632081.5,1.563325668,2.390950405,6.220937395,10.5250816,80.39714454,3.19241E+12,5.11631E+12,11.87993616,51419734.05,1.169455441,15.75818364,11.80074165,76.72518823,1.837873095
Argantina,2003-02,1.26808E+12,17801393.01,18029392.08,-0.32494837,5.501454905,2.456938171,10.45298207,87.0829733,3.60687E+11,3.72738E+11,11.49110117,3481564.624,2.393325369,11.38796832,20.6345619,77.42373228,1.980628876
Canada,2021-09,1.4233E+12,36376096.38,31949009.29,3.466544091,4.284269293,7.244751387,11.44990593,82.7696631,2.96205E+11,2.36674E+11,29.3478917,3418952.843,3.581190462,13.88486348,24.23123284,75.07432523,-1.81888408
Spain,2020-12,1.88628E+12,48163527.24,42537257.68,4.098401413,9.005450508,7.50152553,10.31158951,99.77139283,2.35392E+11,3.231E+11,26.98511316,14180326.74,1.335008443,12.13644745,24.69195995,65.48238925,-1.335189787
Netherlands,2003-12,9.83778E+11,17650187.21,15336650.13,1.575515677,3.48289236,6.796662334,8.514435663,63.06992389,2.41203E+11,2.5917E+11,16.55988718,2554200.079,2.896432577,13.37653519,23.21490791,58.27272926,2.206512363
Canada,2021-11,1.64292E+12,37178036.98,36749168.94,3.970220855,8.490175498,2.028260491,11.859005,66.11915866,4.82277E+11,3.38688E+11,19.11757503,5172234.76,2.610191867,15.24500656,21.23840308,69.2378867,-0.13765961
Canada,2020-02,1.41933E+12,36507726.82,34455293.77,1.266226492,4.252947504,3.071559701,10.72636277,74.32726769,2.86125E+11,4.14035E+11,23.95669114,9089975.565,1.372593709,7.174626057,12.12470944,79.0556279,0.910938076
Canada,2000-06,1.71305E+12,37101397.42,34032091.97,0.071946119,2.454843925,3.939065194,7.955071107,100.1874509,3.3389E+11,2.71117E+11,19.26076296,2516563.562,2.987057835,3.798497969,15.59398739,58.46368662,-0.170740401
Netherlands,2013-02,1.29389E+12,16188903.42,16582279.6,0.297349059,5.505042144,3.850110927,6.537081007,74.67338823,2.68933E+11,1.53669E+11,25.22943381,4048769.999,3.392444998,14.04252646,19.10524746,75.01172606,1.759244946
Libia,2005-12,2.68935E+12,65009851.23,53177795.21,0.433722445,8.615577508,3.504892798,10.46313835,93.97723285,6.69478E+11,2.84537E+11,16.89368623,8006104.612,3.501921755,1.698231586,14.13988207,59.47276216,-2.110792922
United Kingdom,2002-09,2.50434E+12,69730387.22,65926920.33,1.068343174,4.950448505,2.697830745,7.497810078,101.1857075,6.82556E+11,3.83464E+11,19.7167321,4091896.085,1.232218723,19.32297818,27.93012194,52.4384701,1.611639849
Argantina,2016-01,1.22264E+12,17122984.42,15606342.96,2.15934695,2.240173477,3.469880691,8.661553659,72.38281669,1.4553E+11,1.34675E+11,15.51786949,1176347.973,1.858624176,10.02168752,14.19922543,52.38604779,-0.339333647
India,2010-06,3.38211E+12,1328641595,679599561.5,0.918215398,2.988782643,4.358882641,9.279375854,75.449516,8.5617E+11,9.05869E+11,8.718294044,122203495.3,2.263652794,7.083590261,26.39147211,79.90433609,-1.594448143
Saudi Arabia,2007-05,1.91893E+12,215061790.2,143450903.6,-0.416822667,6.346048847,5.681035093,14.6304894,97.26617449,3.62174E+11,5.73378E+11,14.33097437,19493120.12,2.853940158,6.058762035,28.44409674,62.83605093,-1.751918251
Germany,2009-11,3.35031E+12,81823075.1,69455682.88,-0.529770394,8.270067104,4.492013424,13.89515556,61.05743292,5.47824E+11,5.22002E+11,26.62903793,14477233.66,1.42546558,7.791489796,28.86365061,66.54461918,-2.316332228
Netherlands,2013-01,9.78934E+11,17595194.74,16967597.2,0.80438357,5.151477538,4.251546332,8.141837846,94.09204,1.37379E+11,1.55085E+11,7.130910666,2533869.059,1.193153495,1.34020426,22.91959414,54.87364713,-2.324011535
South Korea,2003-06,1.89948E+12,52248882.9,50060927.27,1.712098372,5.707396955,2.224800672,8.682449671,58.9952787,2.60149E+11,5.55451E+11,11.54463024,8929660.31,3.663377438,8.856336295,20.57236279,55.06363183,-1.074603037
Canada,2002-03,1.41047E+12,37623150.33,36394726.22,-0.303643342,2.149851155,2.712216541,11.86870195,105.6251247,1.54793E+11,3.91421E+11,20.68313404,6754590.919,1.760775664,8.06230598,28.93946545,77.34639301,0.627322768
Libia,2011-05,2.6728E+12,67010791.65,57439380.19,-0.022895091,7.190423561,6.741353223,9.617407604,108.6823806,5.04762E+11,5.7108E+11,6.738744066,5810601.251,3.301999708,5.734390525,11.87553041,67.04742235,-2.02804018
France,2014-12,2.64426E+12,70226125.11,56611235.86,3.680116916,3.417239645,7.100279437,9.879739374,118.0513039,3.54371E+11,6.28238E+11,22.38198126,16132265.36,1.302906291,6.482658776,16.76033654,59.72862824,0.875103595
India,2007-03,3.16689E+12,1383668644,646587965.5,0.356712139,2.780642524,4.754353114,10.94921403,90.66804345,9.26232E+11,5.04148E+11,24.05199614,319308363,1.183980942,18.67009646,28.62607838,61.89005546,-0.411610825
Egypt,2004-04,9.98012E+11,113291207.7,51390309.86,0.501623674,2.728519882,4.725188313,13.54159445,89.88514204,2.03661E+11,1.72877E+11,6.590246918,27371429.67,2.712298198,18.68834464,18.63930449,62.0449891,2.371734952
Saudi Arabia,2001-08,1.83129E+12,212499139.2,150198711,0.272659579,9.414784388,6.221012582,7.584398496,70.59350992,5.05567E+11,3.22437E+11,18.90908404,17022603.66,1.755198395,8.914957124,23.12274756,58.40661976,2.253807561
Spain,2003-06,1.75627E+12,46363614.42,40058670.17,4.538634271,3.496124492,4.948862252,6.543658739,99.40776616,4.67954E+11,3.12429E+11,14.91877257,4680867.97,1.919603972,7.153968122,13.11148554,59.2985669,2.036284506
Canada,2006-12,1.57391E+12,37561640.68,37327620.12,3.587474791,3.61390654,6.515309571,12.66234842,116.5095952,4.37892E+11,1.87357E+11,16.36441353,8479480.078,3.920106403,2.617939645,17.36465498,64.76671408,-0.433779032
Libia,2013-05,3.22015E+12,69031740.02,62177268.24,1.464208149,9.052188647,2.560035723,6.434185263,116.7840497,6.87174E+11,4.24711E+11,28.72864269,20275368.88,3.644479205,5.532599245,15.56987972,62.20918558,0.396608629
United Kingdom,2021-02,2.97769E+12,71338821.95,68051518.51,0.891298503,3.948924376,7.989360157,13.50421914,69.56398715,4.54066E+11,7.76385E+11,29.80713371,11870837.22,1.681796717,5.376528285,25.94703346,68.15050794,0.668756277
China,2006-08,1.63251E+13,1418133025,879868115.8,4.306748216,6.788522576,4.545542434,5.38667936,73.59897273,2.68264E+12,3.48165E+12,24.10167787,323015623.7,3.609759442,1.890077733,22.10006838,55.67021825,2.362693167
Brazil,2004-10,1.73076E+12,206067737.7,149667532.7,4.635555241,2.475839185,6.951442727,8.415927884,58.46464099,4.19978E+11,2.01624E+11,23.19341457,32754337.24,1.494213938,3.986652252,24.96404752,74.84826691,0.928126017
Canada,2019-04,1.80525E+12,36237214.46,35174438.9,-0.084827782,8.419490185,5.616510477,6.771152146,102.6818637,3.44624E+11,4.10912E+11,26.73785413,4169980.381,2.097914022,19.94816392,20.1622894,66.75508023,-1.072807301
China,2005-05,1.66883E+13,1509420839,879719910.4,3.588057914,6.803980741,6.254576342,12.31947707,88.31228832,4.38546E+12,3.61966E+12,7.515390698,448752300.7,1.911557526,19.31956736,15.85238382,75.59456143,0.947929755
UAE,2009-12,2.33865E+12,60498878.61,39338249.12,3.781642779,2.371073133,3.613166993,9.722156705,115.3114225,2.6308E+11,3.20696E+11,20.61308618,12896843.44,1.491944812,19.01770557,13.53670928,55.47031215,0.677738132
United Kingdom,2019-04,3.07989E+12,66892347.69,63014021.8,0.405407603,8.16292222,3.180259309,13.19346913,115.5804871,9.18803E+11,8.35859E+11,10.54247474,10310011.05,1.266510538,4.126475838,10.99394166,69.23263735,0.165935673
Mexico,2020-04,1.75635E+12,130353912.7,79364111.12,0.775729429,6.019356276,6.897498641,8.369321314,80.78706809,5.1192E+11,2.7543E+11,20.45163202,9794261.252,2.235028166,7.271709281,10.26144261,67.55631864,-0.842889156
Germany,2014-11,4.24077E+12,83626432.17,74197561.68,-0.380242038,5.420959019,2.806134155,5.526977506,73.06284345,9.71512E+11,1.15925E+12,25.25914668,10342286.81,1.137989855,8.650885343,16.29558581,61.13793604,0.295494704
Canada,2019-02,1.70603E+12,38320526.29,32328197.96,3.548930609,3.758966455,3.96752943,12.09565007,99.88652763,2.79379E+11,4.60736E+11,24.86763137,7815270.152,1.536092356,18.19271941,20.54842974,61.29212284,2.136402327
Germany,2003-06,4.34751E+12,85418418.94,71361160.83,0.552772986,6.55359747,7.899218806,12.43224389,102.2193336,6.58732E+11,7.99752E+11,13.56324019,10725514.78,3.193304246,2.897228142,13.30884404,62.36887277,-0.986360421
India,2018-10,2.55251E+12,1345340349,629361627.5,4.150101109,3.616471677,4.112468804,11.69311337,55.43422774,6.72153E+11,6.15794E+11,11.52594094,199041276.1,2.86021099,18.98269167,22.58520928,57.59119246,-0.087516216
Germany,2013-07,4.05217E+12,83158105.53,71189426.76,4.230959279,4.640889643,5.179714052,7.608631188,80.43611639,9.5744E+11,1.01941E+12,25.15555551,19476139.25,2.400266043,1.711899384,20.48984135,51.65452012,2.332249305
UAE,2011-09,1.99292E+12,57777281.9,38738407.48,1.95321097,4.386319744,3.158292005,11.49930747,80.5409469,3.25775E+11,2.03136E+11,5.909925604,12907634.44,2.441621399,17.12891787,25.07056939,67.2032137,0.304954387
Saudi Arabia,2004-10,2.0175E+12,208491770.4,134423968.9,3.630969359,3.784847506,6.747590494,11.18091723,75.05720673,5.45641E+11,4.80635E+11,18.62770673,26108379.39,3.958841815,16.93226976,12.73151475,74.18686294,-1.899056996
Japan,2005-07,4.59647E+12,128018281,128364194,0.596543435,5.533760746,7.481724992,10.85576192,54.99531455,6.38436E+11,6.77718E+11,29.84463733,13574386.11,3.609052215,2.483817349,13.63441387,76.16165635,1.994682384
Mexico,2004-07,2.1278E+12,131359049.6,79164626.74,0.621380301,5.227889925,2.6317436,10.55356674,113.4964995,3.43161E+11,6.31805E+11,11.23293683,22077068.56,2.029105141,6.854180831,17.55741603,50.97236111,0.1600517
India,2017-10,3.322E+12,1355761018,684714118.9,4.356776165,8.398977867,4.784450036,6.648462559,89.08117942,9.89754E+11,8.35483E+11,26.20056499,131766968.8,3.711673701,1.268329686,27.24423258,57.17362258,0.61356636
Libia,2021-07,2.31466E+12,65305556.39,55858693.97,4.51796837,5.112031516,2.335217258,5.237679211,64.69094219,2.55552E+11,4.03274E+11,14.60632431,19136826.59,1.918703728,12.37974854,26.37647406,65.390686,0.982857081
Qatar,2015-09,1.60831E+12,36382000.19,32646196.96,2.243801456,6.639891349,6.431375627,13.98085021,85.01156833,2.0696E+11,2.90593E+11,8.884234965,3477238.368,1.005099166,18.66453119,24.90519821,53.00828139,2.100532182
Qatar,2002-03,1.56843E+12,36372184.46,31124447.92,1.973469943,7.448408018,6.144044128,5.746633071,103.2987185,3.6395E+11,2.84683E+11,19.27715671,8799708.507,1.786278244,18.86063656,12.7553521,77.06668435,1.204289781
